formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C8H12N2O2	[M + H]+	C8H13N2O2+	Alkaloids	0.989	Nicotinic acid alkaloids	0.988	Pyridine alkaloids	0.988	Organoheterocyclic compounds	0.988	Pyridines and derivatives	0.961	Pyridoxamines	0.716	Pyridoxamine 5'-phosphates	0.715	Pyridoxamine 5'-phosphates	0.715	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Pyridoxamines; Amines; Aromatic alcohols; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Hydroxypyridines; Methylpyridines; Pyridoxamine 5'-phosphates; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	169.097	35	0.587	666527083723069132	666526487771171042	2458	
1	C13H20N2O4	[M + H]+	C13H21N2O4+	Alkaloids	0.527	Histidine alkaloids	0.664	Imidazole alkaloids	0.668	Lipids and lipid-like molecules	0.593	Fatty Acyls	0.608					Fatty Acyls	0.608	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Imidazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carbonyl compounds; Substituted imidazoles; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	269.149	35	0.587	666527075615478619	666526508298095953	2455	
1	C10H15N3O3	[M + H]+	C10H16N3O3+	Amino acids and Peptides	0.950	Small peptides	0.979	Dipeptides	0.812	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.959	Amino acids and derivatives	0.958	Histidine and derivatives	0.751	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Imidazolyl carboxylic acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Beta amino acids and derivatives; Substituted imidazoles; N-acyl-alpha amino acids; Amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Histidine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	226.118	35	0.588	666527075565146926	666526501264247545	2487	
1	C18H30N2O4	[M + Na]+	C18H30N2NaO4+	Amino acids and Peptides	0.632	Linear polyketides	0.258	Open-chain polyketides	0.089	Organic acids and derivatives	0.969	Carboxylic acids and derivatives	0.943	Amino acids, peptides, and analogues	0.575	Amino acids and derivatives	0.573	Amino acids and derivatives	0.573	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	361.208	35	0.588	666527085333682271	666526522168660396	2550	
1	C8H15N3O	[M + H]+	C8H16N3O+	Alkaloids	0.905	Histidine alkaloids	0.886	Imidazole alkaloids	0.885	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	0.979	Aralkylamines	0.760	Aralkylamines	0.760	Organic compounds; Organoheterocyclic compounds; Imidazoles; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Azoles; 1,2-aminoalcohols; Substituted imidazoles; N-substituted imidazoles; Amines; Alkanolamines; Aralkylamines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	170.129	35	0.588	666527071836410065	666526488329013494	1613	
1	C9H12N2O3	[M + H]+	C9H13N2O3+	Amino acids and Peptides	0.984	Small peptides	0.950	Aminoacids	0.806	Organic acids and derivatives	0.993	Carboxylic acids and derivatives	0.986	Amino acids, peptides, and analogues	0.946	Amino acids and derivatives	0.944	Alpha amino acids	0.541	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Lactams; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	197.092	35	0.589	666527081592362389	666526492863056368	2503	
1	C14H23N3O4	[M + H]+	C14H24N3O4+	Amino acids and Peptides	0.830	Small peptides	0.556	Dipeptides	0.442	Organic acids and derivatives	0.990	Carboxylic acids and derivatives	0.982	Amino acids, peptides, and analogues	0.940	Amino acids and derivatives	0.937	Alpha amino acids and derivatives	0.922	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Lactams; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Amino fatty acids; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Primary amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	298.176	35	0.590	666527080866747681	666526511913586341	2468	
1	C13H23NO8	[M + H]+	C13H24NO8+	Carbohydrates	0.990	Aminosugars and aminoglycosides	0.705	Aminosugars	0.443	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.923	Glycosyl compounds	0.609	Glycosyl compounds	0.609	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monosaccharides; Acetals; Secondary alcohols; 1,2-aminoalcohols; Oxanes; Glycosyl compounds; Dialkylamines; Polyols; Amines; Secondary amines; Alkanolamines; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	322.149	35	0.591	666527085996382767	666526517429096451	2279	
1	C17H14N2O7	[M + H]+	C17H15N2O7+	Alkaloids	0.719	Tryptophan alkaloids	0.160	Anthraquinones and anthrones	0.137	Organic 1,3-dipolar compounds	0.577	Allyl-type 1,3-dipolar organic compounds	0.549	Organic nitro compounds	0.632	C-nitro compounds	0.614	Nitroaromatic compounds	0.624	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Organic nitro compounds; Carboxylic acids; Organic oxoazanium compounds; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	359.088	36	0.592	666527085488871586	666526521749229951	2826	
1	C9H13NO3	[M + H]+	C9H14NO3+	Alkaloids	0.879	Ornithine alkaloids	0.498	Pyrrolidine alkaloids	0.137	Organoheterocyclic compounds	0.893	Heteroaromatic compounds	0.603					Heteroaromatic compounds	0.603	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	184.097	36	0.594	666527066157320365	666526490551994729	2524	
1	C9H14N2O3	[M + H]+	C9H15N2O3+	Alkaloids	0.935	Histidine alkaloids	0.281	Pyrazine and Piperazine alkaloids	0.522	Organoheterocyclic compounds	0.984	Azoles	0.568					Azoles	0.568	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Azoles; Aromatic alcohols; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	199.108	36	0.595	666527083307832933	666526493248932356	2534	
1	C12H25N3O2	[M + H]+	C12H26N3O2+	Alkaloids	0.945	Ornithine alkaloids	0.989	Polyamines	0.983	Organic acids and derivatives	0.986	Carboxylic acids and derivatives	0.982	Amino acids, peptides, and analogues	0.967	Amino acids and derivatives	0.966	Amino acids and derivatives	0.966	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Oxazinanes; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Morpholines; Carboxylic acid amides; Carboxylic acid derivatives; Dialkyl ethers; Secondary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Amines; Tertiary amines; Acetamides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	244.202	36	0.597	666527073044369792	666526504170900457	2608	
1	C11H16N2O2	[M + H]+	C11H17N2O2+	Alkaloids	0.867	Histidine alkaloids	0.470	Imidazole alkaloids	0.466	Organoheterocyclic compounds	0.975	Heteroaromatic compounds	0.852					Heteroaromatic compounds	0.852	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	209.128	36	0.598	666527069286272466	666526494431726164	2535	
1	C10H12N2O2	[M + H]+	C10H13N2O2+	Alkaloids	0.976	Nicotinic acid alkaloids	0.433	Pyridine alkaloids	0.433	Organic acids and derivatives	0.972	Carboxylic acids and derivatives	0.968	Amino acids, peptides, and analogues	0.748	Amino acids and derivatives	0.749	Amino acids	0.583	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Pyridines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Aralkylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	193.097	36	0.598	666527066920684100	666526491898366393	2542	
1	C11H13NO4	[M + H]+	C11H14NO4+	Amino acids and Peptides	0.494	Ornithine alkaloids	0.518	Pyrrolidine alkaloids	0.329	Organic acids and derivatives	0.966	Carboxylic acids and derivatives	0.952	Amino acids, peptides, and analogues	0.565	Amino acids and derivatives	0.568	Amino acids and derivatives	0.568	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Oxazolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	224.092	36	0.599	666527085681809657	666526500748348138	2538	
1	C16H24N6O5	[M + H]+	C16H25N6O5+	Carbohydrates	0.963	Nucleosides	0.898	Purine nucleosides	0.930	Organic acids and derivatives	0.927	Carboxylic acids and derivatives	0.880	Amino acids, peptides, and analogues	0.907	Amino acids and derivatives	0.902	N-acyl-alpha amino acids	0.521	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Hydroxy fatty acids; Amino acids and derivatives; Azoles; Monoalkylamines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Aminopyrimidines and derivatives; Diazines; Monosaccharides; Secondary alcohols; Imidazopyrimidines; Carbonyl compounds; Glycosyl compounds; Glycosylamines; Substituted imidazoles; N-substituted imidazoles; N-acyl-alpha amino acids; Alpha amino acids; Amines; Primary amines; 6-aminopurines; Imidolactams; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; 5'-deoxyribonucleosides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	381.187	36	0.601	666527080522814702	666526523473089080	2614	
1	C8H12N2O3	[M + H]+	C8H13N2O3+	Amino acids and Peptides	0.953	Small peptides	0.942	Aminoacids	0.651	Organic acids and derivatives	0.981	Carboxylic acids and derivatives	0.966	Amino acids, peptides, and analogues	0.794	Amino acids and derivatives	0.791	Alpha amino acids and derivatives	0.696	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	185.092	36	0.602	666527070276128466	666526490686212467	2572	
1	C11H15NO4	[M + H]+	C11H16NO4+	Alkaloids	0.466	Ornithine alkaloids	0.554	Tropane alkaloids	0.566	Organic acids and derivatives	0.826	Carboxylic acids and derivatives	0.824	Carboxylic acid derivatives	0.730	Carboxylic acid esters	0.543	Carboxylic acid esters	0.543	Organic compounds; Organoheterocyclic compounds; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Amines; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	226.107	36	0.603	666527069579873818	666526501134224116	2640	
